Open_Closed,WhoAff,PopAff,Var_R,Var_A,M,K,Yr_Dist_Start,Dist_Length,Yr_Dist_End,Yr_Sampled,Samp_time,Dist_Impact,IO,BA,BACI
closed,juvs,both,5400,0.014,0.119,1,0,3,3,23,20,1,0.975314,0.97424,0.96949
closed,juvs,both,5400,0.014,0.119,1,0,3,3,24,21,1,0.977956,0.977462,0.972146
closed,juvs,both,5400,0.014,0.119,1,0,3,3,25,22,1,0.9816,0.977148,0.972762
closed,juvs,both,5400,0.014,0.119,1,0,3,3,26,23,1,0.978996,0.979706,0.969792
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0,0.488124,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0,0.59498,0.509228,0.598232
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0,0.73227,0.517058,0.70716
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0,0.81602,0.465404,0.782142
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0,0.891672,0.412242,0.835432
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0,0.950024,0.320688,0.880872
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0,0.965976,0.310726,0.89266
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0,0.976404,0.388688,0.91633
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0,0.954546,0.422258,0.902186
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0,0.942174,0.495534,0.894978
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0,0.929008,0.57886,0.892992
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0,0.90077,0.657566,0.873904
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0,0.912252,0.712178,0.889022
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0,0.910552,0.761042,0.884248
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0,0.90385,0.792082,0.900176
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0,0.909596,0.822234,0.889234
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0,0.91217,0.85338,0.901178
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0,0.93114,0.87668,0.91618
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0,0.93264,0.881684,0.919854
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0,0.936272,0.903108,0.928052
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0,0.94254,0.923286,0.927814
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0,0.9539,0.939654,0.939672
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0,0.962692,0.942958,0.942612
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0,0.951954,0.943484,0.9386
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0,0.961852,0.954808,0.955368
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0,0.962218,0.957986,0.951502
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0,0.965408,0.947498,0.95166
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.05,0.500128,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.05,0.629338,0.537214,0.617964
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.05,0.73235,0.524668,0.714074
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.05,0.80462,0.464026,0.770214
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.05,0.875046,0.414454,0.82356
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.05,0.949624,0.345304,0.877624
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.05,0.964324,0.356336,0.89444
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.05,0.967132,0.404768,0.901056
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.05,0.960988,0.491486,0.912278
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.05,0.945458,0.565062,0.901956
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.05,0.92104,0.639456,0.890196
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.05,0.91182,0.691476,0.882644
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.05,0.900076,0.755604,0.875756
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.05,0.905742,0.793522,0.889622
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.05,0.91167,0.827522,0.889974
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.05,0.91459,0.844114,0.900676
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.05,0.9204,0.880488,0.912308
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.05,0.93665,0.901032,0.922358
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.05,0.940658,0.914112,0.929338
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.05,0.94212,0.911026,0.929332
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.05,0.938724,0.930428,0.935086
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.05,0.95216,0.939714,0.944642
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.05,0.965586,0.953948,0.954314
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.05,0.957164,0.954122,0.942968
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.05,0.965182,0.959716,0.953112
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0.05,0.97396,0.970174,0.965482
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0.05,0.96188,0.961034,0.953452
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.1,0.496284,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.1,0.628682,0.53017,0.623688
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.1,0.699814,0.496752,0.684844
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.1,0.805478,0.49764,0.776672
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.1,0.867694,0.395616,0.815438
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.1,0.937862,0.391276,0.882056
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.1,0.97228,0.3895,0.91149
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.1,0.97555,0.464492,0.92365
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.1,0.962978,0.499534,0.910562
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.1,0.951014,0.590174,0.910682
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.1,0.928072,0.643268,0.900958
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.1,0.91676,0.703048,0.892392
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.1,0.913438,0.760898,0.888248
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.1,0.90627,0.79082,0.889686
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.1,0.917536,0.839494,0.904326
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.1,0.921628,0.865474,0.9084
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.1,0.919158,0.88693,0.90757
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.1,0.925016,0.896532,0.92498
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.1,0.939634,0.913376,0.924166
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.1,0.940554,0.92291,0.928658
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.1,0.943756,0.9259,0.937796
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.1,0.951746,0.945178,0.948178
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.1,0.961798,0.952794,0.959124
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.1,0.95898,0.94979,0.957848
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.1,0.960638,0.956712,0.96923
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0.1,0.960604,0.958236,0.95865
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0.1,0.968502,0.966066,0.965724
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.15,0.474112,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.15,0.624216,0.55024,0.626022
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.15,0.717944,0.542532,0.707822
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.15,0.812944,0.523944,0.791676
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.15,0.868982,0.461324,0.83693
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.15,0.94452,0.411488,0.892322
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.15,0.960574,0.414882,0.905472
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.15,0.97357,0.500594,0.930776
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.15,0.96583,0.542326,0.931918
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.15,0.946534,0.621048,0.920616
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.15,0.938454,0.687182,0.913914
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.15,0.911842,0.724658,0.890052
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.15,0.910854,0.782752,0.900522
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.15,0.913904,0.820116,0.905952
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.15,0.90699,0.842618,0.903992
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.15,0.928694,0.876808,0.923456
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.15,0.931534,0.89693,0.92638
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.15,0.934984,0.915026,0.929172
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.15,0.953768,0.929336,0.94376
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.15,0.946868,0.937598,0.952884
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.15,0.942956,0.937884,0.941558
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.15,0.956674,0.948442,0.953102
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.15,0.956266,0.95084,0.952614
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.15,0.958608,0.956852,0.954036
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.15,0.95446,0.952238,0.960484
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0.15,0.966354,0.962346,0.967752
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0.15,0.962582,0.962986,0.965662
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.2,0.493118,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.2,0.620144,0.529882,0.610736
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.2,0.712626,0.539766,0.69735
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.2,0.792968,0.51503,0.762958
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.2,0.870416,0.481302,0.825544
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.2,0.935232,0.443866,0.882212
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.2,0.956854,0.459696,0.901918
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.2,0.969044,0.520268,0.917086
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.2,0.960638,0.583346,0.919128
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.2,0.947226,0.64322,0.91468
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.2,0.934142,0.690782,0.904534
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.2,0.9205,0.748744,0.898396
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.2,0.916736,0.78992,0.903382
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.2,0.925706,0.823114,0.911972
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.2,0.925896,0.85982,0.915402
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.2,0.926888,0.875426,0.915442
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.2,0.9312,0.899472,0.928608
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.2,0.935646,0.907824,0.929142
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.2,0.953424,0.933012,0.940616
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.2,0.952004,0.932864,0.944862
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.2,0.954366,0.939416,0.942524
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.2,0.954938,0.947254,0.947178
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.2,0.96608,0.957908,0.956008
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.2,0.962824,0.959916,0.956122
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.2,0.970472,0.961188,0.96427
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0.2,0.967208,0.9648,0.963186
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0.2,0.9636,0.965822,0.965482
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.25,0.517542,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.25,0.622608,0.557224,0.592372
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.25,0.71107,0.55593,0.671912
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.25,0.823696,0.564934,0.768416
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.25,0.885636,0.527,0.8163
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.25,0.930708,0.491994,0.864464
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.25,0.958076,0.500038,0.886074
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.25,0.957056,0.563146,0.899362
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.25,0.963786,0.624074,0.910688
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.25,0.9558,0.691552,0.905892
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.25,0.940662,0.747444,0.905092
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.25,0.917192,0.780166,0.8791
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.25,0.919892,0.815378,0.892252
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.25,0.912566,0.842538,0.885942
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.25,0.917348,0.874708,0.906868
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.25,0.94276,0.911114,0.926574
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.25,0.927414,0.909438,0.920184
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.25,0.943174,0.92058,0.929016
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.25,0.936384,0.92861,0.922872
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.25,0.945384,0.938888,0.94327
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.25,0.955122,0.946882,0.941078
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.25,0.960858,0.957544,0.954004
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.25,0.962064,0.958608,0.958396
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.25,0.968554,0.964036,0.961756
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.25,0.968686,0.968536,0.958952
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0.25,0.968772,0.970306,0.962132
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0.25,0.975246,0.972238,0.968928
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.3,0.524514,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.3,0.596118,0.52173,0.571162
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.3,0.706144,0.5706,0.669352
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.3,0.786546,0.543726,0.746196
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.3,0.870338,0.533328,0.823402
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.3,0.917582,0.520844,0.86587
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.3,0.956466,0.557244,0.906642
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.3,0.954126,0.55729,0.90312
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.3,0.958048,0.657248,0.919374
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.3,0.950818,0.70601,0.915782
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.3,0.942434,0.759778,0.908994
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.3,0.9369,0.801934,0.913104
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.3,0.92822,0.828018,0.903084
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.3,0.92095,0.844322,0.89684
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.3,0.929052,0.880342,0.911822
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.3,0.940912,0.904974,0.93249
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.3,0.936944,0.911958,0.9284
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.3,0.944606,0.925506,0.935096
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.3,0.940174,0.92683,0.929664
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.3,0.95639,0.943322,0.942076
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.3,0.95641,0.945808,0.949934
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.3,0.965618,0.955676,0.960914
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.3,0.960698,0.95669,0.957934
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.3,0.961392,0.958796,0.951628
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.3,0.973314,0.964498,0.964932
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0.3,0.974106,0.969718,0.970712
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0.3,0.976718,0.970086,0.97044
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.35,0.492286,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.35,0.60702,0.534288,0.597224
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.35,0.693606,0.553016,0.677862
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.35,0.79447,0.580902,0.761728
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.35,0.875544,0.55564,0.819874
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.35,0.924642,0.553262,0.868748
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.35,0.95294,0.584232,0.897002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.35,0.95943,0.630698,0.910342
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.35,0.958782,0.686674,0.913782
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.35,0.952142,0.75117,0.914918
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.35,0.92663,0.781706,0.90632
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.35,0.92423,0.806936,0.894058
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.35,0.931542,0.855034,0.91176
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.35,0.927698,0.858516,0.91506
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.35,0.932226,0.891934,0.906818
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.35,0.93731,0.90264,0.928058
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.35,0.94096,0.912374,0.927246
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.35,0.952398,0.925606,0.940724
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.35,0.954408,0.93236,0.948572
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.35,0.948428,0.939168,0.949962
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.35,0.971208,0.957226,0.960004
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.35,0.962852,0.952296,0.951064
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.35,0.962974,0.957598,0.955216
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.35,0.973894,0.961904,0.966676
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.35,0.971338,0.965838,0.962662
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0.35,0.968132,0.966124,0.964122
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0.35,0.980928,0.9734,0.970526
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.4,0.49649,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.4,0.592994,0.54345,0.582148
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.4,0.7155,0.583226,0.686212
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.4,0.805956,0.590644,0.761214
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.4,0.875028,0.606884,0.824258
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.4,0.930984,0.604502,0.874872
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.4,0.944868,0.593972,0.87723
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.4,0.953506,0.661078,0.905458
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.4,0.956566,0.728096,0.91201
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.4,0.944948,0.757312,0.911186
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.4,0.932706,0.789934,0.907266
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.4,0.918324,0.822412,0.890702
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.4,0.927762,0.866612,0.906462
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.4,0.9359,0.876564,0.907988
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.4,0.93989,0.895772,0.925992
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.4,0.949934,0.91351,0.925686
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.4,0.945874,0.923878,0.928272
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.4,0.95547,0.930732,0.936168
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.4,0.948826,0.936956,0.93646
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.4,0.951934,0.938052,0.937148
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.4,0.954872,0.946698,0.947334
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.4,0.96696,0.951744,0.951514
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.4,0.968978,0.954446,0.955112
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.4,0.973118,0.957736,0.952474
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.4,0.967808,0.961602,0.957272
closed,juvs,both,5400,0.014,0.119,1,0,5,5,25,20,0.4,0.972796,0.968002,0.96579
closed,juvs,both,5400,0.014,0.119,1,0,5,5,26,21,0.4,0.969496,0.9636,0.958956
closed,juvs,both,5400,0.014,0.119,1,0,5,5,0,-5,0.45,0.487678,0.498002,0.498002
closed,juvs,both,5400,0.014,0.119,1,0,5,5,1,-4,0.45,0.627112,0.565206,0.626052
closed,juvs,both,5400,0.014,0.119,1,0,5,5,2,-3,0.45,0.70911,0.583804,0.696036
closed,juvs,both,5400,0.014,0.119,1,0,5,5,3,-2,0.45,0.80126,0.625718,0.772056
closed,juvs,both,5400,0.014,0.119,1,0,5,5,4,-1,0.45,0.860292,0.594774,0.806724
closed,juvs,both,5400,0.014,0.119,1,0,5,5,5,0,0.45,0.908616,0.598628,0.856834
closed,juvs,both,5400,0.014,0.119,1,0,5,5,6,1,0.45,0.94213,0.65081,0.880466
closed,juvs,both,5400,0.014,0.119,1,0,5,5,7,2,0.45,0.953488,0.682876,0.894766
closed,juvs,both,5400,0.014,0.119,1,0,5,5,8,3,0.45,0.95128,0.734716,0.908362
closed,juvs,both,5400,0.014,0.119,1,0,5,5,9,4,0.45,0.938492,0.77692,0.90227
closed,juvs,both,5400,0.014,0.119,1,0,5,5,10,5,0.45,0.942818,0.827446,0.915602
closed,juvs,both,5400,0.014,0.119,1,0,5,5,11,6,0.45,0.92046,0.837332,0.900104
closed,juvs,both,5400,0.014,0.119,1,0,5,5,12,7,0.45,0.920958,0.865114,0.902578
closed,juvs,both,5400,0.014,0.119,1,0,5,5,13,8,0.45,0.927022,0.88741,0.905008
closed,juvs,both,5400,0.014,0.119,1,0,5,5,14,9,0.45,0.939844,0.915752,0.9227
closed,juvs,both,5400,0.014,0.119,1,0,5,5,15,10,0.45,0.940048,0.917922,0.930662
closed,juvs,both,5400,0.014,0.119,1,0,5,5,16,11,0.45,0.94482,0.928728,0.923608
closed,juvs,both,5400,0.014,0.119,1,0,5,5,17,12,0.45,0.956072,0.942862,0.940642
closed,juvs,both,5400,0.014,0.119,1,0,5,5,18,13,0.45,0.956384,0.954724,0.938508
closed,juvs,both,5400,0.014,0.119,1,0,5,5,19,14,0.45,0.961404,0.958154,0.943154
closed,juvs,both,5400,0.014,0.119,1,0,5,5,20,15,0.45,0.965496,0.963146,0.950796
closed,juvs,both,5400,0.014,0.119,1,0,5,5,21,16,0.45,0.969392,0.966106,0.95542
closed,juvs,both,5400,0.014,0.119,1,0,5,5,22,17,0.45,0.966946,0.968304,0.956216
closed,juvs,both,5400,0.014,0.119,1,0,5,5,23,18,0.45,0.97526,0.970198,0.963864
closed,juvs,both,5400,0.014,0.119,1,0,5,5,24,19,0.45,0.972424,0.96866,0.961122
