Open_Closed,WhoAff,Var_R,Var_A,M,K,Yr_Dist_Start,Dist_Length,Yr_Dist_End,Yr_Sampled,Samp_time,Dist_Impact,IO,BA,BACI
closed,adults,5400,0.014,0.119,1,0,1,1,0,-1,0.2,0.503478,0.498002,0.498002
closed,adults,5400,0.014,0.119,1,0,1,1,1,0,0.2,0.57238,0.002918,0.527608
closed,adults,5400,0.014,0.119,1,0,1,1,2,1,0.2,0.563436,0.016276,0.530306
closed,adults,5400,0.014,0.119,1,0,1,1,3,2,0.2,0.593096,0.056424,0.560082
closed,adults,5400,0.014,0.119,1,0,1,1,4,3,0.2,0.611848,0.13182,0.577864
closed,adults,5400,0.014,0.119,1,0,1,1,5,4,0.2,0.639304,0.230892,0.612856
closed,adults,5400,0.014,0.119,1,0,1,1,6,5,0.2,0.695136,0.336682,0.6602
closed,adults,5400,0.014,0.119,1,0,1,1,7,6,0.2,0.721944,0.446062,0.702222
closed,adults,5400,0.014,0.119,1,0,1,1,8,7,0.2,0.789066,0.536894,0.756148
closed,adults,5400,0.014,0.119,1,0,1,1,9,8,0.2,0.779116,0.61221,0.76225
closed,adults,5400,0.014,0.119,1,0,1,1,10,9,0.2,0.824526,0.702484,0.801946
closed,adults,5400,0.014,0.119,1,0,1,1,11,10,0.2,0.849048,0.74164,0.830318
closed,adults,5400,0.014,0.119,1,0,1,1,12,11,0.2,0.866346,0.784372,0.849578
closed,adults,5400,0.014,0.119,1,0,1,1,13,12,0.2,0.891922,0.820708,0.8715
closed,adults,5400,0.014,0.119,1,0,1,1,14,13,0.2,0.90045,0.8598,0.878768
closed,adults,5400,0.014,0.119,1,0,1,1,15,14,0.2,0.911186,0.88051,0.897386
closed,adults,5400,0.014,0.119,1,0,1,1,16,15,0.2,0.936604,0.902486,0.915306
closed,adults,5400,0.014,0.119,1,0,1,1,17,16,0.2,0.938028,0.920616,0.92927
closed,adults,5400,0.014,0.119,1,0,1,1,18,17,0.2,0.934376,0.922328,0.927922
closed,adults,5400,0.014,0.119,1,0,1,1,19,18,0.2,0.94191,0.92417,0.930004
closed,adults,5400,0.014,0.119,1,0,1,1,20,19,0.2,0.955568,0.935052,0.939762
closed,adults,5400,0.014,0.119,1,0,1,1,21,20,0.2,0.96947,0.955714,0.959378
closed,adults,5400,0.014,0.119,1,0,1,1,22,21,0.2,0.96041,0.947552,0.943894
closed,adults,5400,0.014,0.119,1,0,1,1,23,22,0.2,0.967146,0.95945,0.95514
closed,adults,5400,0.014,0.119,1,0,1,1,24,23,0.2,0.958966,0.95869,0.95201
closed,adults,5400,0.014,0.119,1,0,1,1,25,24,0.2,0.97028,0.963406,0.963928
closed,adults,5400,0.014,0.119,1,0,1,1,26,25,0.2,0.971238,0.964136,0.961802
closed,adults,5400,0.014,0.119,1,0,1,1,0,-1,0.25,0.494764,0.498002,0.498002
closed,adults,5400,0.014,0.119,1,0,1,1,1,0,0.25,0.56882,0.006454,0.531804
closed,adults,5400,0.014,0.119,1,0,1,1,2,1,0.25,0.599276,0.03221,0.565012
closed,adults,5400,0.014,0.119,1,0,1,1,3,2,0.25,0.607024,0.089916,0.57776
closed,adults,5400,0.014,0.119,1,0,1,1,4,3,0.25,0.621626,0.169918,0.608278
closed,adults,5400,0.014,0.119,1,0,1,1,5,4,0.25,0.662138,0.28424,0.645698
closed,adults,5400,0.014,0.119,1,0,1,1,6,5,0.25,0.694648,0.405306,0.687976
closed,adults,5400,0.014,0.119,1,0,1,1,7,6,0.25,0.739224,0.512832,0.737814
closed,adults,5400,0.014,0.119,1,0,1,1,8,7,0.25,0.767386,0.585254,0.756414
closed,adults,5400,0.014,0.119,1,0,1,1,9,8,0.25,0.808914,0.685462,0.80858
closed,adults,5400,0.014,0.119,1,0,1,1,10,9,0.25,0.830234,0.72227,0.817038
closed,adults,5400,0.014,0.119,1,0,1,1,11,10,0.25,0.864836,0.79416,0.853762
closed,adults,5400,0.014,0.119,1,0,1,1,12,11,0.25,0.880456,0.837938,0.86801
closed,adults,5400,0.014,0.119,1,0,1,1,13,12,0.25,0.90357,0.868556,0.899678
closed,adults,5400,0.014,0.119,1,0,1,1,14,13,0.25,0.90956,0.88755,0.906446
closed,adults,5400,0.014,0.119,1,0,1,1,15,14,0.25,0.919818,0.900072,0.915302
closed,adults,5400,0.014,0.119,1,0,1,1,16,15,0.25,0.93918,0.92826,0.928868
closed,adults,5400,0.014,0.119,1,0,1,1,17,16,0.25,0.94516,0.939802,0.936628
closed,adults,5400,0.014,0.119,1,0,1,1,18,17,0.25,0.953178,0.94675,0.943938
closed,adults,5400,0.014,0.119,1,0,1,1,19,18,0.25,0.94775,0.9514,0.94633
closed,adults,5400,0.014,0.119,1,0,1,1,20,19,0.25,0.964696,0.957802,0.960338
closed,adults,5400,0.014,0.119,1,0,1,1,21,20,0.25,0.956154,0.95975,0.954734
closed,adults,5400,0.014,0.119,1,0,1,1,22,21,0.25,0.970238,0.967148,0.966208
closed,adults,5400,0.014,0.119,1,0,1,1,23,22,0.25,0.967126,0.969086,0.96432
closed,adults,5400,0.014,0.119,1,0,1,1,24,23,0.25,0.974638,0.972862,0.970996
closed,adults,5400,0.014,0.119,1,0,1,1,25,24,0.25,0.971028,0.972306,0.971862
closed,adults,5400,0.014,0.119,1,0,1,1,26,25,0.25,0.972778,0.974114,0.973422
closed,adults,5400,0.014,0.119,1,0,1,1,0,-1,0.3,0.506276,0.498002,0.498002
closed,adults,5400,0.014,0.119,1,0,1,1,1,0,0.3,0.569726,0.011834,0.521816
closed,adults,5400,0.014,0.119,1,0,1,1,2,1,0.3,0.624456,0.055188,0.56891
closed,adults,5400,0.014,0.119,1,0,1,1,3,2,0.3,0.646672,0.124938,0.593398
closed,adults,5400,0.014,0.119,1,0,1,1,4,3,0.3,0.660854,0.220018,0.614216
closed,adults,5400,0.014,0.119,1,0,1,1,5,4,0.3,0.697972,0.342738,0.65428
closed,adults,5400,0.014,0.119,1,0,1,1,6,5,0.3,0.7209,0.445268,0.677718
closed,adults,5400,0.014,0.119,1,0,1,1,7,6,0.3,0.772662,0.553754,0.733378
closed,adults,5400,0.014,0.119,1,0,1,1,8,7,0.3,0.801898,0.628534,0.760466
closed,adults,5400,0.014,0.119,1,0,1,1,9,8,0.3,0.825742,0.689256,0.79575
closed,adults,5400,0.014,0.119,1,0,1,1,10,9,0.3,0.857524,0.76109,0.825028
closed,adults,5400,0.014,0.119,1,0,1,1,11,10,0.3,0.879608,0.81072,0.858432
closed,adults,5400,0.014,0.119,1,0,1,1,12,11,0.3,0.894872,0.833438,0.869556
closed,adults,5400,0.014,0.119,1,0,1,1,13,12,0.3,0.907204,0.867894,0.887274
closed,adults,5400,0.014,0.119,1,0,1,1,14,13,0.3,0.916992,0.888632,0.89875
closed,adults,5400,0.014,0.119,1,0,1,1,15,14,0.3,0.916744,0.89709,0.909438
closed,adults,5400,0.014,0.119,1,0,1,1,16,15,0.3,0.931526,0.911074,0.919218
closed,adults,5400,0.014,0.119,1,0,1,1,17,16,0.3,0.942488,0.924674,0.935244
closed,adults,5400,0.014,0.119,1,0,1,1,18,17,0.3,0.950814,0.934422,0.941306
closed,adults,5400,0.014,0.119,1,0,1,1,19,18,0.3,0.955408,0.937778,0.94307
closed,adults,5400,0.014,0.119,1,0,1,1,20,19,0.3,0.956034,0.95036,0.950044
closed,adults,5400,0.014,0.119,1,0,1,1,21,20,0.3,0.965626,0.9565,0.961116
closed,adults,5400,0.014,0.119,1,0,1,1,22,21,0.3,0.965508,0.961088,0.963696
closed,adults,5400,0.014,0.119,1,0,1,1,23,22,0.3,0.971686,0.965942,0.964558
closed,adults,5400,0.014,0.119,1,0,1,1,24,23,0.3,0.968874,0.96087,0.95944
closed,adults,5400,0.014,0.119,1,0,1,1,25,24,0.3,0.969632,0.962346,0.96322
closed,adults,5400,0.014,0.119,1,0,1,1,26,25,0.3,0.974898,0.964532,0.97333
closed,adults,5400,0.014,0.119,1,0,1,1,0,-1,0.35,0.479862,0.498002,0.498002
closed,adults,5400,0.014,0.119,1,0,1,1,1,0,0.35,0.594722,0.028754,0.561834
closed,adults,5400,0.014,0.119,1,0,1,1,2,1,0.35,0.60867,0.08247,0.584588
