Open_Closed,WhoAff,PopAff,Var_R,Var_A,M,K,Yr_Dist_Start,Dist_Length,Yr_Dist_End,Yr_Sampled,Samp_time,Dist_Impact,IO,BA,BACI
open,juvs,both,5400,0.014,0.119,1,0,1,1,6,5,0.05,0.901006,0.804542,0.86851
open,juvs,both,5400,0.014,0.119,1,0,1,1,7,6,0.05,0.896284,0.824564,0.871884
open,juvs,both,5400,0.014,0.119,1,0,1,1,8,7,0.05,0.917238,0.860628,0.893402
open,juvs,both,5400,0.014,0.119,1,0,1,1,9,8,0.05,0.91986,0.87946,0.896032
open,juvs,both,5400,0.014,0.119,1,0,1,1,10,9,0.05,0.932142,0.900392,0.907246
open,juvs,both,5400,0.014,0.119,1,0,1,1,11,10,0.05,0.935074,0.921446,0.924082
open,juvs,both,5400,0.014,0.119,1,0,1,1,12,11,0.05,0.93892,0.919008,0.920594
open,juvs,both,5400,0.014,0.119,1,0,1,1,13,12,0.05,0.951994,0.930592,0.937116
open,juvs,both,5400,0.014,0.119,1,0,1,1,14,13,0.05,0.958928,0.947494,0.944942
open,juvs,both,5400,0.014,0.119,1,0,1,1,15,14,0.05,0.959262,0.950862,0.939044
open,juvs,both,5400,0.014,0.119,1,0,1,1,16,15,0.05,0.97154,0.952898,0.953304
open,juvs,both,5400,0.014,0.119,1,0,1,1,17,16,0.05,0.963938,0.957126,0.953638
open,juvs,both,5400,0.014,0.119,1,0,1,1,18,17,0.05,0.975308,0.965198,0.961938
open,juvs,both,5400,0.014,0.119,1,0,1,1,19,18,0.05,0.976306,0.966786,0.962046
open,juvs,both,5400,0.014,0.119,1,0,1,1,20,19,0.05,0.969902,0.966396,0.958398
open,juvs,both,5400,0.014,0.119,1,0,1,1,21,20,0.05,0.971958,0.969182,0.960574
open,juvs,both,5400,0.014,0.119,1,0,1,1,22,21,0.05,0.9721,0.969102,0.96709
open,juvs,both,5400,0.014,0.119,1,0,1,1,23,22,0.05,0.977176,0.974498,0.97029
open,juvs,both,5400,0.014,0.119,1,0,1,1,24,23,0.05,0.973696,0.974408,0.967408
open,juvs,both,5400,0.014,0.119,1,0,1,1,25,24,0.05,0.97509,0.971922,0.968204
open,juvs,both,5400,0.014,0.119,1,0,1,1,26,25,0.05,0.980294,0.975042,0.96961
open,juvs,both,5400,0.014,0.119,1,0,1,1,0,-1,0.1,0.513566,0.498002,0.498002
open,juvs,both,5400,0.014,0.119,1,0,1,1,1,0,0.1,0.643176,0.554384,0.619708
open,juvs,both,5400,0.014,0.119,1,0,1,1,2,1,0.1,0.711094,0.58872,0.678416
open,juvs,both,5400,0.014,0.119,1,0,1,1,3,2,0.1,0.770094,0.645146,0.738052
open,juvs,both,5400,0.014,0.119,1,0,1,1,4,3,0.1,0.83664,0.713498,0.798458
open,juvs,both,5400,0.014,0.119,1,0,1,1,5,4,0.1,0.8652,0.769784,0.830724
open,juvs,both,5400,0.014,0.119,1,0,1,1,6,5,0.1,0.896364,0.809788,0.862974
open,juvs,both,5400,0.014,0.119,1,0,1,1,7,6,0.1,0.90734,0.84754,0.876948
open,juvs,both,5400,0.014,0.119,1,0,1,1,8,7,0.1,0.919654,0.874256,0.897226
open,juvs,both,5400,0.014,0.119,1,0,1,1,9,8,0.1,0.923726,0.884808,0.899076
open,juvs,both,5400,0.014,0.119,1,0,1,1,10,9,0.1,0.94599,0.910926,0.923166
open,juvs,both,5400,0.014,0.119,1,0,1,1,11,10,0.1,0.938196,0.917788,0.918684
open,juvs,both,5400,0.014,0.119,1,0,1,1,12,11,0.1,0.955202,0.934882,0.93681
open,juvs,both,5400,0.014,0.119,1,0,1,1,13,12,0.1,0.956064,0.939724,0.937138
open,juvs,both,5400,0.014,0.119,1,0,1,1,14,13,0.1,0.961784,0.943656,0.94151
open,juvs,both,5400,0.014,0.119,1,0,1,1,15,14,0.1,0.967246,0.95355,0.948326
open,juvs,both,5400,0.014,0.119,1,0,1,1,16,15,0.1,0.96228,0.953096,0.950202
open,juvs,both,5400,0.014,0.119,1,0,1,1,17,16,0.1,0.965002,0.95746,0.95337
open,juvs,both,5400,0.014,0.119,1,0,1,1,18,17,0.1,0.969932,0.966426,0.96152
open,juvs,both,5400,0.014,0.119,1,0,1,1,19,18,0.1,0.974282,0.965872,0.961748
open,juvs,both,5400,0.014,0.119,1,0,1,1,20,19,0.1,0.976456,0.968548,0.96709
open,juvs,both,5400,0.014,0.119,1,0,1,1,21,20,0.1,0.98109,0.974018,0.96489
open,juvs,both,5400,0.014,0.119,1,0,1,1,22,21,0.1,0.976088,0.974958,0.967476
open,juvs,both,5400,0.014,0.119,1,0,1,1,23,22,0.1,0.97816,0.974784,0.966084
open,juvs,both,5400,0.014,0.119,1,0,1,1,24,23,0.1,0.976616,0.9727,0.974234
open,juvs,both,5400,0.014,0.119,1,0,1,1,25,24,0.1,0.975516,0.97412,0.968492
open,juvs,both,5400,0.014,0.119,1,0,1,1,26,25,0.1,0.979746,0.97733,0.966452
open,juvs,both,5400,0.014,0.119,1,0,1,1,0,-1,0.15,0.49588,0.498002,0.498002
open,juvs,both,5400,0.014,0.119,1,0,1,1,1,0,0.15,0.619044,0.547438,0.6096
open,juvs,both,5400,0.014,0.119,1,0,1,1,2,1,0.15,0.705722,0.593368,0.689588
open,juvs,both,5400,0.014,0.119,1,0,1,1,3,2,0.15,0.764536,0.65535,0.732054
open,juvs,both,5400,0.014,0.119,1,0,1,1,4,3,0.15,0.828282,0.702842,0.798906
open,juvs,both,5400,0.014,0.119,1,0,1,1,5,4,0.15,0.865866,0.76065,0.846238
open,juvs,both,5400,0.014,0.119,1,0,1,1,6,5,0.15,0.884858,0.80776,0.856944
open,juvs,both,5400,0.014,0.119,1,0,1,1,7,6,0.15,0.906514,0.84109,0.884884
open,juvs,both,5400,0.014,0.119,1,0,1,1,8,7,0.15,0.915736,0.86671,0.895212
open,juvs,both,5400,0.014,0.119,1,0,1,1,9,8,0.15,0.915138,0.889792,0.899268
open,juvs,both,5400,0.014,0.119,1,0,1,1,10,9,0.15,0.93387,0.906486,0.919284
open,juvs,both,5400,0.014,0.119,1,0,1,1,11,10,0.15,0.940218,0.914192,0.924858
open,juvs,both,5400,0.014,0.119,1,0,1,1,12,11,0.15,0.946448,0.926674,0.928134
open,juvs,both,5400,0.014,0.119,1,0,1,1,13,12,0.15,0.949322,0.930732,0.93006
open,juvs,both,5400,0.014,0.119,1,0,1,1,14,13,0.15,0.94803,0.937006,0.938636
open,juvs,both,5400,0.014,0.119,1,0,1,1,15,14,0.15,0.960848,0.944918,0.94649
open,juvs,both,5400,0.014,0.119,1,0,1,1,16,15,0.15,0.965368,0.953232,0.95679
open,juvs,both,5400,0.014,0.119,1,0,1,1,17,16,0.15,0.965724,0.954466,0.960682
open,juvs,both,5400,0.014,0.119,1,0,1,1,18,17,0.15,0.96922,0.959284,0.95893
open,juvs,both,5400,0.014,0.119,1,0,1,1,19,18,0.15,0.968816,0.960856,0.964968
open,juvs,both,5400,0.014,0.119,1,0,1,1,20,19,0.15,0.97084,0.96077,0.96033
open,juvs,both,5400,0.014,0.119,1,0,1,1,21,20,0.15,0.97298,0.967286,0.969136
open,juvs,both,5400,0.014,0.119,1,0,1,1,22,21,0.15,0.971126,0.966596,0.969376
open,juvs,both,5400,0.014,0.119,1,0,1,1,23,22,0.15,0.979004,0.97235,0.973394
open,juvs,both,5400,0.014,0.119,1,0,1,1,24,23,0.15,0.97486,0.969108,0.97144
open,juvs,both,5400,0.014,0.119,1,0,1,1,25,24,0.15,0.975756,0.969392,0.96803
open,juvs,both,5400,0.014,0.119,1,0,1,1,26,25,0.15,0.98066,0.974292,0.97038
open,juvs,both,5400,0.014,0.119,1,0,1,1,0,-1,0.2,0.484274,0.498002,0.498002
open,juvs,both,5400,0.014,0.119,1,0,1,1,1,0,0.2,0.617586,0.54363,0.613842
